번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수,Unnamed: 47
926,산후조리업,01_01_04_P,3780000,PHMB120143780064042100002,2014-05-20,,1,영업/정상,13,영업중,,,,,031-702-3377,,,,경기도 성남시 분당구 새마을로165번길 34 (율동),13574,플로라산후조리원,2014-06-10 16:09:11,I,2018-08-31 23:59:59,,213187.374741995,431582.771799591,10,10,230.22,56.0,5.1,40.0,12.0,7.2,2.38,10.8,4.0,3.0,,1.0,1.0,,3.0,2.0,1.0,
927,산후조리업,01_01_04_P,3780000,PHMB120163780064042100001,2016-07-11,,1,영업/정상,13,영업중,,,,,603-9921,,,경기도 성남시 분당구 서현동 254번지 5호 서현프라자 401호,"경기도 성남시 분당구 서현로180번길 13, 4층 (서현동)",13590,포스피탈 림 산후조리원,2022-10-25 14:46:50,U,2022-10-27 02:40:00,,210810.417666848,431765.266104936,22,22,308.0,63.0,12.0,56.0,8.0,13.0,4.0,30.0,3.0,3.0,0.0,1.0,1.0,1.0,11.0,8.0,3.0,
928,산후조리업,01_01_04_P,3780000,PHMB120163780062042100002,2016-08-01,,1,영업/정상,13,영업중,,,,,031-757-6161,,,경기도 성남시 수정구 수진동 3996번지,"경기도 성남시 수정구 성남대로 1202 (수진동, 유천빌딩)",13320,(주)드 이자르 산후조리원,2025-03-19 17:05:46,U,2025-03-21 02:40:00,,211322.067438469,437221.996383744,21,21,561.68,63.7,24.82,19.56,13.43,0.0,9.58,17.8,4.0,8.0,0.0,1.0,1.0,0.0,7.0,6.0,1.0,
929,산후조리업,01_01_04_P,3930000,PHMB120063930154042100002,2006-12-11,,1,영업/정상,13,영업중,,,,,,,425-906,경기도 안산시단원구 고잔동 774번지 1호 5~6층,"경기도 안산시 단원구 광덕동로 53 (고잔동,5~6층)",,주식회사 한빛여성병원산후조리원,2023-01-26 11:54:33,U,2023-01-28 02:40:00,,185062.092844628,423030.254886023,20,20,335.0,49.5,36.3,0.0,0.0,0.0,72.4,0.0,3.0,13.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,
930,산후조리업,01_01_04_P,3990000,PHMB120153990029042100001,2015-01-22,,1,영업/정상,13,영업중,,,,,031-838-1004,,472-501,경기도 남양주시 별내동 1008번지 2호 제이에스타워4층,"경기도 남양주시 별내2로 74 (별내동, 제이에스타워4층)",12113,더 퍼스트 산후조리원,2020-07-30 18:16:33,U,2020-08-01 02:40:00,,211009.086231663,460510.854970838,20,20,536.26,44.94,9.88,34.41,25.42,1.65,5.06,24.29,3.0,3.0,,2.0,1.0,,0.0,,,
931,산후조리업,01_01_04_P,3930000,PHMB120083930154042100001,2008-09-23,,1,영업/정상,13,영업중,,,,,031-411-3552,,425-856,"경기도 안산시단원구 초지동 742번지 9호 메가쇼핑1, 5층 전체","경기도 안산시 단원구 원포공원2로 35 (초지동,메가쇼핑1, 5층 전체)",,주식회사 맘편한산후조리원,2024-08-30 15:11:06,U,2024-09-01 02:40:00,,183400.7,422211.87,24,24,388.47,46.24,19.0,41.17,23.36,3.5,4.8,10.63,4.0,14.0,0.0,3.0,2.0,2.0,5.0,5.0,1.0,
932,산후조리업,01_01_04_P,3780000,PHMB120083780062042100002,2008-05-19,,1,영업/정상,13,영업중,,,,,723-7776,,461-806,경기도 성남시 수정구 수진2동 2965번지,경기도 성남시 수정구 수정로 80 (수진동),,신데렐라 산후조리원 주식회사,2018-03-27 16:03:19,I,2018-08-31 23:59:59,,211395.240017633,437540.984077521,18,18,,36.2,,,,,,,10.0,5.0,,2.0,2.0,,16.0,2.0,,
933,산후조리업,01_01_04_P,3990000,PHMB120063990029042100002,2006-12-27,,1,영업/정상,13,영업중,,2010-05-27,2010-09-30,,,,472-120,경기도 남양주시 호평동 14번지 메디피아ㅣ 빌딩 4층(2층일부),"경기도 남양주시 경춘로 1511 (호평동,메디피아ㅣ 빌딩 4층(2층일부))",12141,메디피아산후조리원,2024-08-12 17:01:10,U,2024-08-14 02:40:00,,222833.811906433,461499.557823922,10,7,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,
934,산후조리업,01_01_04_P,4010000,PHMB120074010027042100001,2007-02-16,,1,영업/정상,13,영업중,,,,,031-431-1134,,,경기도 시흥시 정왕동 1861번지 8호 트윈프라자 B동 4층 406호,"경기도 시흥시 정왕대로 78, 4층 406호 (정왕동, 트윈프라자)",15040,예진산후조리원,2016-12-05 14:00:46,I,2018-08-31 23:59:59,,175566.862699337,427950.088902739,20,20,365.26,35.49,8.03,60.31,3.76,,0.0,9.36,3.0,10.0,,1.0,1.0,1.0,4.0,4.0,,
935,산후조리업,01_01_04_P,3930000,PHMB120073930154042100002,2007-11-28,,1,영업/정상,13,영업중,,,,,412-3000,,425-868,"경기도 안산시단원구 고잔동 529번지 3호 5층전체, 7층일부","경기도 안산시 단원구 고잔로 58-10 (고잔동,5층전체, 7층일부)",,세창의료재단우성여성병원산후조리원,2023-01-18 14:24:35,U,2023-01-20 02:40:00,,185037.46704185,424053.624779009,24,24,393.0,54.6,33.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,
936,산후조리업,01_01_04_P,3980000,PHMB120133980021042100001,2013-11-15,,1,영업/정상,13,영업중,,,,,031-555-8844,,471-060,경기도 구리시 토평동 980번지 토평프라자 3층,경기도 구리시 벌말로 145 (토평동),11946,리베 산후조리원 구리점,2022-04-19 13:25:51,U,2022-04-21 02:40:00,,213064.683283507,454145.438592021,18,18,481.7,39.4,20.6,12.0,3.36,8.9,2.7,9.5,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
937,산후조리업,01_01_04_P,3980000,PHMB120063980021042100001,2006-12-14,,1,영업/정상,13,영업중,,,,,0315512700,,,,경기도 구리시 건원대로33번길 4 (인창동),11918,마리본산후조리원,2021-03-29 13:29:33,U,2021-03-31 02:40:00,,212276.696748933,455778.11032916,19,19,290.4,36.2,7.3,8.4,11.6,7.3,26.4,9.7,2.0,9.0,,2.0,1.0,,4.0,4.0,,
938,산후조리업,01_01_04_P,3780000,PHMB120083780064042100001,2008-09-25,,1,영업/정상,13,영업중,,2019-12-05,2020-01-15,,711-6169,,463-020,경기도 성남시 분당구 수내동 16-2 동부루트빌딩 4층,"경기도 성남시 분당구 황새울로200번길 36, 4층 (수내동, 분당 동부루트빌딩)",13595,분당더팰리스 산후조리원,2023-06-20 16:05:59,U,2023-06-22 02:40:00,,210035.53319109,430588.918008914,16,16,350.0,50.0,12.0,30.0,20.0,45.0,45.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
939,산후조리업,01_01_04_P,3050000,PHMB120063050034042100001,2006-12-29,,1,영업/정상,13,영업중,,,,,2210-3399/3439,,130-874,"서울특별시 동대문구 휘경2동 29번지 1호 지하1층, 1층, 2층","서울특별시 동대문구 망우로 82, B1,1,2층 (휘경동)",02500,삼육서울병원부설산후조리원,2021-03-18 09:28:12,U,2021-03-20 02:40:00,,205622.06846433,454114.388026134,24,24,28.0,58.4,,,,,,,9.0,5.0,1.0,,,2.0,3.0,2.0,1.0,
940,산후조리업,01_01_04_P,3050000,PHMB120063050034042100002,2006-10-10,,1,영업/정상,13,영업중,,2017-12-31,2018-01-14,,2246-2001,,130-100,서울특별시 동대문구 장안동 371번지 1호 삼성쉐르빌2층,"서울특별시 동대문구 장한로 119 (장안동,삼성쉐르빌2층)",,린아미에산후조리원,2018-01-16 09:55:41,I,2018-08-31 23:59:59,,206101.9138443,452155.691148899,17,17,18.0,30.7,,,,,,,5.0,3.0,,,,4.0,0.0,,,
941,산후조리업,01_01_04_P,3050000,PHMB120073050034042100001,2007-12-03,,1,영업/정상,13,영업중,,,,,2243-5353,,,서울특별시 동대문구 장안동 370번지 2호,"서울특별시 동대문구 답십리로 268, 해림빌딩 3,4층 (장안동)",02624,린산후조리원,2018-05-31 15:31:45,I,2018-08-31 23:59:59,,206127.547866452,452215.684030365,19,20,20.0,53.92,,,,,,,3.0,11.0,1.0,,,2.0,2.0,2.0,,
942,산후조리업,01_01_04_P,3050000,PHMB120133050034042100001,2013-01-29,,1,영업/정상,13,영업중,,,,,2213-5889,,130-838,"서울특별시 동대문구 장안2동 295번지 5호 7, 8층","서울특별시 동대문구 답십리로 269, 7,8층 (장안동)",02530,베베리타산후조리원,2020-08-18 13:13:50,U,2020-08-20 02:40:00,,206150.689570423,452269.676816624,15,15,,29.5,7.2,25.4,9.1,4.8,,24.5,4.0,6.0,,1.0,,2.0,2.0,2.0,,
943,산후조리업,01_01_04_P,3130000,PHMB120123130033042100001,2025-03-17,,1,영업/정상,13,영업중,,2021-09-18,2021-10-05,,02-306-2617,,,서울특별시 마포구 상암동 1751,"서울특별시 마포구 월드컵북로 497, 3층301호,4,5층 (상암동)",03902,오브산후조리원,2025-04-25 10:03:48,U,2025-04-27 02:40:00,,189286.699494574,453577.07310748,19,19,374.2,63.38,0.0,30.01,0.0,90.0,89.0,15.2,4.0,8.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,
944,산후조리업,01_01_04_P,3190000,PHMB120133190033042100001,2013-07-09,,1,영업/정상,13,영업중,,,,,02-6496-5650,,,서울특별시 동작구 노량진동 311번지 8호,"서울특별시 동작구 장승배기로 108 (노량진동, 청화병원)",06925,청화병원부설산후조리원,2024-04-03 08:39:15,U,2024-04-05 02:40:00,,194640.513728351,444993.67767627,36,36,713.46,84.48,24.13,0.0,5.6,0.0,3.68,12.0,8.0,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
945,산후조리업,01_01_04_P,3220000,PHMB120093220033042100002,2009-03-23,,1,영업/정상,13,영업중,,2020-05-31,2020-07-20,,518-9782,,,"서울특별시 강남구 삼성동 63번지 12호 B1,1,2층","서울특별시 강남구 삼성로120길 30, B1,1,2층 (삼성동)",06085,Saint park 산후조리원,2024-08-11 16:14:08,U,2024-08-13 02:40:00,,204670.698917723,446164.920842784,11,11,411.82,36.06,14.67,14.18,8.5,23.04,10.9,25.27,12.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,1.0,
946,산후조리업,01_01_04_P,3220000,PHMB120073220033042100001,2007-04-16,,1,영업/정상,13,영업중,,2017-05-29,2017-06-30,,02-546-3493,,,서울특별시 강남구 신사동 616번지 3호 1~5층,"서울특별시 강남구 압구정로38길 6, 1~5층 (신사동)",06023,호산산후조리원,2024-01-08 16:15:27,U,2024-01-10 02:40:00,,202786.815886266,447346.125591591,14,14,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,2.0,1.0,0.0,6.0,5.0,1.0,
947,산후조리업,01_01_04_P,3190000,PHMB120163190033042100001,2016-09-28,,1,영업/정상,13,영업중,,,,,,,,,"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",07071,카리스산후조리원(보라매점),2024-09-26 13:06:32,U,2024-09-28 02:40:00,,193218.36400997,443239.581054145,17,17,581.4,80.0,43.5,103.5,16.56,0.0,0.0,14.0,8.0,20.0,0.0,4.0,3.0,0.0,11.0,4.0,7.0,
948,산후조리업,01_01_04_P,3130000,PHMB120063130033042100002,2008-03-06,,1,영업/정상,13,영업중,,,,,3142-1212,,121-232,서울특별시 마포구 망원2동 474번지 3호,서울특별시 마포구 월드컵로 155 (망원동),,아이린산후조리원 망원점,2021-12-30 11:30:09,U,2022-01-01 02:40:00,,191528.664363799,451015.116442491,12,12,195.0,62.0,14.0,48.0,8.0,102.0,3.4,10.0,3.0,9.0,0.0,2.0,1.0,0.0,6.0,4.0,1.0,
949,산후조리업,01_01_04_P,3130000,PHMB120063130033042100003,2006-12-07,,1,영업/정상,13,영업중,,2021-07-17,2021-09-30,,02-3142-3003,,121-843,서울특별시 마포구 성산1동 56번지 3호 CS타워 10층,"서울특별시 마포구 월드컵북로 137 (성산동,CS타워 10층)",,주식회사 레피리움시그니처 홍대 산후조리원,2024-06-19 15:09:39,U,2024-06-21 02:40:00,,192136.276022554,451398.66145616,14,14,231.0,30.5,11.52,28.0,4.0,64.0,64.0,8.0,5.0,6.0,0.0,2.0,1.0,1.0,10.0,10.0,3.0,
950,산후조리업,01_01_04_P,3220000,PHMB120143220033042100001,2014-02-25,,1,영업/정상,13,영업중,,2017-11-29,2017-12-20,,02-508-0013,,,서울특별시 강남구 삼성동 151번지 1호 SISOMO TOWER,"서울특별시 강남구 삼성로 548, SISOMO TOWER 2~4층 (삼성동)",06166,트리니티산후조리원(삼성점),2019-11-07 16:05:28,U,2019-11-09 02:40:00,,204796.528984474,445378.716249213,19,24,355.5,50.2,6.6,,,23.0,26.5,10.2,4.0,12.0,,1.0,2.0,3.0,11.0,7.0,4.0,
951,산후조리업,01_01_04_P,3220000,PHMB120143220033042100002,2014-04-01,,1,영업/정상,13,영업중,,,,,02-3453-4628,,,서울특별시 강남구 역삼동 785번지 12호 3~5층,"서울특별시 강남구 언주로 303, 3~5층 (역삼동)",06230,(주)그녀의 정원 드라마,2019-11-12 17:58:36,U,2019-11-14 02:40:00,,204004.328388149,443597.980050957,22,22,302.09,26.22,12.0,56.2,0.0,,9.7,10.41,18.0,0.0,1.0,5.0,3.0,6.0,10.0,8.0,2.0,
952,산후조리업,01_01_04_P,3220000,PHMB120143220033042100003,2014-06-18,,1,영업/정상,13,영업중,,,,,02-577-8677,,,서울특별시 강남구 도곡동 941번지 8호 1~7층,"서울특별시 강남구 도곡로6길 13, 1~7층 (도곡동)",06259,주식회사 맘스밀리 산후조리원 강남점,2025-01-15 13:21:41,U,2025-01-17 02:40:00,,202983.070885408,443022.20537814,18,18,444.9,54.78,0.0,28.38,2.0,0.0,108.1,26.4,4.0,16.0,0.0,5.0,2.0,6.0,7.0,7.0,0.0,
953,산후조리업,01_01_04_P,3220000,PHMB120143220033042100004,2014-09-05,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 삼성동 21 한섬빌딩,"서울특별시 강남구 삼성로 635, 한섬빌딩 (삼성동)",06091,(주)헤리티지산후조리원,2024-01-26 11:17:22,U,2024-01-28 02:40:00,,204436.970849641,446036.981492805,16,16,506.88,80.65,25.56,45.56,19.18,0.0,97.01,398.51,4.0,0.0,0.0,2.0,1.0,1.0,6.0,5.0,1.0,
954,산후조리업,01_01_04_P,3220000,PHMB120183220033042100001,2018-06-01,,1,영업/정상,13,영업중,,,,,02)517-2433,,,서울특별시 강남구 청담동 55번지 19호 헤리티지산후조리원2호점,"서울특별시 강남구 영동대로141길 20, 헤리티지산후조리원2호점 (청담동)",06071,헤리티지 산후조리원 2호점,2024-01-26 11:16:51,U,2024-01-28 02:40:00,,204624.996016828,446759.42717493,20,20,417.89,68.65,13.86,92.16,15.0,3.91,28.25,33.15,20.0,0.0,1.0,5.0,6.0,6.0,6.0,3.0,3.0,
955,산후조리업,01_01_04_P,3220000,PHMB120163220033042100003,2016-09-01,,1,영업/정상,13,영업중,,,,,02-512-0500,,,서울특별시 강남구 신사동 638번지 1호 윤호병원 5~6층,"서울특별시 강남구 압구정로 304, 윤호병원 5~6층 (신사동)",06017,윤호 산후조리원,2024-07-22 10:09:32,U,2024-07-24 02:40:00,,202969.639103322,447402.299460543,13,13,249.44,26.69,0.0,0.0,0.0,6.1,58.54,12.95,4.0,8.0,1.0,3.0,2.0,6.0,9.0,7.0,2.0,
956,산후조리업,01_01_04_P,3220000,PHMB120163220033042100004,2016-11-17,,1,영업/정상,13,영업중,,,,,02-3471-2233,,,서울특별시 강남구 청담동 70-4,"서울특별시 강남구 학동로97길 21-3, 청담마리더블레스 (청담동)",06072,청담마리더블레스 산후조리원,2024-05-03 16:32:02,U,2024-05-05 02:40:00,,204785.437108246,446530.444402431,21,21,733.4,75.8,0.0,51.5,25.4,0.0,36.6,37.3,5.0,25.0,0.0,5.0,4.0,8.0,7.0,6.0,1.0,
957,산후조리업,01_01_04_P,3220000,PHMB120163220033042100001,2016-03-15,,1,영업/정상,13,영업중,,,,,02-3453-4628,,,,서울특별시 강남구 언주로 303 (역삼동),06230,주식회사 드라마글로벌 산후조리원,2016-03-15 17:10:02,I,2018-08-31 23:59:59,,204004.328388149,443597.980050957,7,7,221.07,17.15,9.32,0.0,0.0,6.29,21.81,43.29,3.0,0.0,0.0,0.0,3.0,0.0,8.0,6.0,2.0,
958,산후조리업,01_01_04_P,3220000,PHMB120163220033042100002,2016-06-09,,1,영업/정상,13,영업중,,2024-04-15,2024-04-27,,02-555-9550,,,,서울특별시 강남구 언주로107길 35 (역삼동),06136,궁산후조리원 강남본원지점,2024-04-26 20:13:37,U,2024-04-28 02:40:00,,203146.419320892,444976.079528745,19,22,439.0,42.9,0.0,28.94,0.0,0.0,13.5,37.28,4.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,
959,산후조리업,01_01_04_P,3220000,PHMB120123220033042100001,2012-03-08,,1,영업/정상,13,영업중,,,,,547-5047,,,서울특별시 강남구 삼성동 101번지 1호,"서울특별시 강남구 봉은사로111길 111-13 (삼성동, 마당빌딩)",06083,더 궁 산후조리원,2019-04-10 15:00:38,U,2019-04-12 02:40:00,,205685.206218981,445991.722889067,17,17,360.5,29.0,6.0,29.4,10.6,4.5,4.5,8.2,8.0,4.0,,1.0,1.0,,7.0,5.0,2.0,
960,산후조리업,01_01_04_P,3220000,PHMB120123220033042100002,2012-03-16,,1,영업/정상,13,영업중,,,,,3446-3434,,,서울특별시 강남구 논현동 90번지 1호,"서울특별시 강남구 언주로 707, MH빌딩 12,13층 (논현동)",06053,M&H 산후조리원,2021-02-23 11:11:13,U,2021-02-25 02:40:00,,203026.272623345,446000.947269911,16,16,330.31,35.64,,,15.0,,,,11.0,15.0,,4.0,3.0,,17.0,15.0,2.0,
961,산후조리업,01_01_04_P,3120000,PHMB120113120033042100001,2011-05-13,,1,영업/정상,13,영업중,,2024-06-01,2024-06-30,,02-362-7500,,,서울특별시 서대문구 대현동 101-7 혜우빌딩 601호,"서울특별시 서대문구 신촌역로 10, 6층 601호 (대현동, 혜우빌딩)",03766,(주) 레피리움네이쳐 산후조리원,2024-07-03 17:49:06,U,2024-07-05 02:40:00,,194908.961214686,450597.757522205,19,19,341.4,46.05,5.4,25.6,6.0,0.0,0.0,32.2,3.0,7.0,0.0,2.0,1.0,8.0,7.0,6.0,4.0,
962,산후조리업,01_01_04_P,3140000,PHMB120173140033042100001,2017-08-24,,1,영업/정상,13,영업중,,,,,,,,서울특별시 양천구 목동 513번지,"서울특별시 양천구 공항대로 610 (목동, 정종일산부인과)",07968,(주)포미즈타임산후조리원,2017-11-20 17:31:03,I,2018-08-31 23:59:59,,188635.230900983,449396.806374349,6,6,180.55,21.5,16.0,,,,,,3.0,,,,,,0.0,,,
963,산후조리업,01_01_04_P,3110000,PHMB120063110032042100001,2006-12-07,,1,영업/정상,13,영업중,,2022-04-08,2022-07-08,,02-309-7535,,122-924,"서울특별시 은평구 응암동 603번지 24호 연송빌딩 4,5층","서울특별시 은평구 응암로 164 (응암동,연송빌딩 4,5층)",,인정산후조리원,2024-01-30 15:30:11,U,2024-02-01 02:40:00,,192562.859526529,453813.903417407,20,20,330.59,34.2,11.7,104.63,6617.0,0.0,0.0,24.57,4.0,7.0,1.0,0.0,2.0,0.0,7.0,2.0,0.0,
964,산후조리업,01_01_04_P,3110000,PHMB120073110032042100002,2007-02-01,,1,영업/정상,13,영업중,,,,,02-6010-0702,,122-923,"서울특별시 은평구 응암동 578번지 16호 4,5층",서울특별시 은평구 응암로 235 (응암동),03457,라솜 산후조리원 은평점,2023-05-24 15:41:19,U,2023-05-27 02:40:00,,192652.478015271,454524.979325756,14,14,248.94,34.3,0.0,35.2,9.0,3.0,67.56,4.45,3.0,3.0,0.0,2.0,1.0,0.0,5.0,2.0,0.0,
965,산후조리업,01_01_04_P,3110000,PHMB120113110032042100001,2011-06-16,,1,영업/정상,13,영업중,,,,,355-0069,,122-030,"서울특별시 은평구 대조동 179번지 12호 (3,4,5층)",서울특별시 은평구 서오릉로 82 (대조동),,아이젤 산후조리원,2021-12-08 18:08:01,U,2021-12-10 02:40:00,,193047.227779984,456161.99070213,23,23,311.51,43.9,12.7,41.0,19.3,0.0,7.69,10.8,3.0,8.0,0.0,2.0,2.0,0.0,3.0,3.0,0.0,
966,산후조리업,01_01_04_P,3180000,PHMB120083180034042100001,2008-02-29,,1,영업/정상,13,영업중,,2019-01-01,2019-02-28,,02-848-3579,,,,"서울특별시 영등포구 도신로 116, 대웅빌딩 (신길동)",07383,메르디앙 산후조리원,2022-09-08 10:33:17,U,2022-09-10 02:40:00,,191534.963962894,445094.61287255,21,21,292.32,43.2,6.44,50.08,5.94,0.0,0.0,11.2,3.0,2.0,1.0,1.0,1.0,0.0,4.0,4.0,0.0,
967,산후조리업,01_01_04_P,3140000,PHMB120063140033042100003,2006-12-08,,1,영업/정상,13,영업중,,,,,,,158-861,서울특별시 양천구 신정1동 1026번지 1호,"서울특별시 양천구 신월로 338, 원빌딩 4층 (신정동)",08086,목동 굿맘 산후조리원,2024-09-02 15:31:06,U,2024-09-04 02:40:00,,187415.922905255,446600.184140953,13,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,
968,산후조리업,01_01_04_P,3140000,PHMB120103140033042100002,2010-08-13,,1,영업/정상,13,영업중,,2017-11-22,2017-12-31,,02-2619-1000,,158-865,서울특별시 양천구 신정3동 1287번지 8호,"서울특별시 양천구 남부순환로 654, 진덕빌딩 10층 (신정동)",08054,밝은미래산후조리원,2024-10-02 17:22:08,U,2024-10-04 02:40:00,,185937.652818807,445396.416355651,13,13,155.13,22.86,6.6,22.91,6.79,0.0,44.68,3.03,4.0,5.0,0.0,1.0,1.0,0.0,11.0,10.0,1.0,
969,산후조리업,01_01_04_P,3140000,PHMB120113140033042100001,2011-01-17,,1,영업/정상,13,영업중,,,,,02-2601-3588,,,서울특별시 양천구 신월동 550번지 3호 승일뷰티타워2,"서울특별시 양천구 신월로 164, 승일뷰티타워2 7층 (신월동)",08064,팰리스산후조리원,2022-10-05 17:18:19,U,2022-10-07 02:40:00,,185962.809546697,446176.170952681,19,19,263.01,34.39,9.74,41.14,10.5,60.87,7.64,16.91,4.0,5.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,
970,산후조리업,01_01_04_P,3140000,PHMB120183140033042100001,2018-06-26,,1,영업/정상,13,영업중,,,,,02)6927-3647,,,서울특별시 양천구 신정동 943번지 19호,"서울특별시 양천구 중앙로 300, 시온빌딩 6~8층 (신정동)",08019,목동제일산후조리원,2018-06-27 12:17:15,I,2018-08-31 23:59:59,,186831.15837972,446764.915938532,14,14,274.85,31.47,,,12.96,5.37,,,2.0,2.0,,,,,3.0,3.0,,
971,산후조리업,01_01_04_P,3140000,PHMB120153140033042100001,2015-08-07,,1,영업/정상,13,영업중,,,,,02-6491-1001,,,서울특별시 양천구 목동 406번지 21호,서울특별시 양천구 오목로 325 (목동),08000,㈜레피리움시그니쳐,2022-04-12 15:56:45,U,2022-04-14 02:40:00,,188767.584299319,446998.232038717,16,16,529.6,42.35,0.0,43.0,21.95,1.8,44.2,21.0,4.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
972,산후조리업,01_01_04_P,3140000,PHMB120073140033042100002,2007-10-01,,1,영업/정상,13,영업중,,,,,02-2061-6001,,,서울특별시 양천구 목동 713-5 상진지오벨리,"서울특별시 양천구 목동중앙남로3가길 127, 2층 (목동, 상진지오벨리)",07957,뉴이자르 산후조리원 목동점,2024-04-08 10:14:09,U,2024-04-10 02:40:00,,187908.611455619,448799.30868012,18,18,255.73,38.06,10.83,54.0,6.0,20.0,47.2,16.0,4.0,4.0,0.0,2.0,1.0,0.0,8.0,7.0,1.0,
